=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
 *** Used device: cuda
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ./cifar10/cifar-10-python.tar.gz
Extracting ./cifar10/cifar-10-python.tar.gz to ./cifar10
Files already downloaded and verified
 *** Mask calcualted (keeping 60.0% weights)
 *** Layerwise rearrange done
Epoch 0: loss 0.0283971, train_acc 39.46%, test_acc 38.70%
Epoch 1: loss 0.0217692, train_acc 55.58%, test_acc 54.62%
Epoch 2: loss 0.0173731, train_acc 64.94%, test_acc 64.84%
Epoch 3: loss 0.0145071, train_acc 68.90%, test_acc 68.46%
Epoch 4: loss 0.0126292, train_acc 72.46%, test_acc 72.02%
Epoch 5: loss 0.0114775, train_acc 79.32%, test_acc 78.15%
Epoch 6: loss 0.0104038, train_acc 80.50%, test_acc 79.87%
Epoch 7: loss 0.0095884, train_acc 80.18%, test_acc 78.93%
Epoch 8: loss 0.0091305, train_acc 82.51%, test_acc 82.05%
Epoch 9: loss 0.0085232, train_acc 84.24%, test_acc 83.06%
Epoch 10: loss 0.0084584, train_acc 83.31%, test_acc 81.80%
Epoch 11: loss 0.0078643, train_acc 84.82%, test_acc 83.35%
Epoch 12: loss 0.0076272, train_acc 82.90%, test_acc 81.00%
Epoch 13: loss 0.0073635, train_acc 84.72%, test_acc 82.61%
Epoch 14: loss 0.0068289, train_acc 84.21%, test_acc 81.39%
Epoch 15: loss 0.0068720, train_acc 86.45%, test_acc 83.95%
Epoch 16: loss 0.0065681, train_acc 86.35%, test_acc 84.08%
Epoch 17: loss 0.0067211, train_acc 86.93%, test_acc 84.00%
Epoch 18: loss 0.0062316, train_acc 87.31%, test_acc 84.56%
Epoch 19: loss 0.0063966, train_acc 86.31%, test_acc 82.60%
Epoch 20: loss 0.0059069, train_acc 86.69%, test_acc 84.02%
Epoch 21: loss 0.0059296, train_acc 88.60%, test_acc 85.29%
Epoch 22: loss 0.0056629, train_acc 88.74%, test_acc 84.96%
Epoch 23: loss 0.0056651, train_acc 88.11%, test_acc 85.69%
Epoch 24: loss 0.0056104, train_acc 88.85%, test_acc 85.48%
Epoch 25: loss 0.0054676, train_acc 87.40%, test_acc 83.93%
Epoch 26: loss 0.0057541, train_acc 89.63%, test_acc 86.49%
Epoch 27: loss 0.0054087, train_acc 87.90%, test_acc 84.97%
Epoch 28: loss 0.0052760, train_acc 90.44%, test_acc 86.95%
Epoch 29: loss 0.0051255, train_acc 90.14%, test_acc 86.51%
Epoch 30: loss 0.0052568, train_acc 90.26%, test_acc 86.69%
Epoch 31: loss 0.0050006, train_acc 89.08%, test_acc 85.83%
Epoch 32: loss 0.0049226, train_acc 89.84%, test_acc 86.68%
Epoch 33: loss 0.0049042, train_acc 89.06%, test_acc 85.05%
