=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
 *** Used device: cuda
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ./cifar10/cifar-10-python.tar.gz
Extracting ./cifar10/cifar-10-python.tar.gz to ./cifar10
Files already downloaded and verified
 *** Random labels done
 *** Random pixels done
 *** Mask calcualted (keeping 5.0% weights)
Epoch 0: loss 0.0246793, train_acc 42.17%, test_acc 42.06%
Epoch 1: loss 0.0166004, train_acc 63.70%, test_acc 63.43%
Epoch 2: loss 0.0136053, train_acc 70.24%, test_acc 69.13%
Epoch 3: loss 0.0119615, train_acc 73.13%, test_acc 71.13%
Epoch 4: loss 0.0109930, train_acc 76.43%, test_acc 75.17%
Epoch 5: loss 0.0103231, train_acc 75.81%, test_acc 74.56%
Epoch 6: loss 0.0097573, train_acc 74.53%, test_acc 73.32%
Epoch 7: loss 0.0094488, train_acc 78.05%, test_acc 76.06%
Epoch 8: loss 0.0090792, train_acc 78.95%, test_acc 77.51%
Epoch 9: loss 0.0088484, train_acc 76.85%, test_acc 75.46%
Epoch 10: loss 0.0086464, train_acc 78.60%, test_acc 76.92%
Epoch 11: loss 0.0084996, train_acc 80.83%, test_acc 79.59%
Epoch 12: loss 0.0083489, train_acc 77.16%, test_acc 75.49%
Epoch 13: loss 0.0081659, train_acc 81.26%, test_acc 80.11%
Epoch 14: loss 0.0080996, train_acc 83.46%, test_acc 81.38%
Epoch 15: loss 0.0079981, train_acc 80.52%, test_acc 78.21%
Epoch 16: loss 0.0077500, train_acc 76.92%, test_acc 74.29%
Epoch 17: loss 0.0076757, train_acc 78.45%, test_acc 77.51%
Epoch 18: loss 0.0075860, train_acc 80.00%, test_acc 77.64%
Epoch 19: loss 0.0074550, train_acc 81.04%, test_acc 78.96%
Epoch 20: loss 0.0075016, train_acc 81.58%, test_acc 79.85%
Epoch 21: loss 0.0073912, train_acc 83.02%, test_acc 81.82%
Epoch 22: loss 0.0073845, train_acc 82.16%, test_acc 80.35%
Epoch 23: loss 0.0072468, train_acc 82.41%, test_acc 80.70%
Epoch 24: loss 0.0072504, train_acc 81.78%, test_acc 80.12%
Epoch 25: loss 0.0072386, train_acc 82.09%, test_acc 81.34%
Epoch 26: loss 0.0072159, train_acc 81.96%, test_acc 80.31%
Epoch 27: loss 0.0071418, train_acc 84.46%, test_acc 82.24%
Epoch 28: loss 0.0070214, train_acc 82.78%, test_acc 80.55%
Epoch 29: loss 0.0070173, train_acc 81.53%, test_acc 78.97%
Epoch 30: loss 0.0070358, train_acc 84.48%, test_acc 82.30%
Epoch 31: loss 0.0068933, train_acc 83.38%, test_acc 81.49%
Epoch 32: loss 0.0069721, train_acc 82.27%, test_acc 81.42%
Epoch 33: loss 0.0069184, train_acc 78.51%, test_acc 76.61%
