=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
 *** Used device: cuda
Files already downloaded and verified
Files already downloaded and verified
 *** Mask calcualted (keeping 40.0% weights)
 *** Layerwise rearrange done
Epoch 0: loss 0.0292078, train_acc 42.63%, test_acc 43.15%
Epoch 1: loss 0.0203040, train_acc 61.47%, test_acc 61.11%
Epoch 2: loss 0.0148239, train_acc 65.48%, test_acc 65.52%
Epoch 3: loss 0.0115883, train_acc 75.73%, test_acc 74.72%
Epoch 4: loss 0.0098184, train_acc 78.74%, test_acc 78.37%
Epoch 5: loss 0.0087776, train_acc 80.96%, test_acc 79.02%
Epoch 6: loss 0.0080848, train_acc 81.06%, test_acc 79.43%
Epoch 7: loss 0.0073986, train_acc 80.11%, test_acc 78.86%
Epoch 8: loss 0.0069946, train_acc 81.45%, test_acc 80.52%
Epoch 9: loss 0.0067524, train_acc 83.43%, test_acc 81.19%
Epoch 10: loss 0.0063565, train_acc 82.39%, test_acc 80.09%
Epoch 11: loss 0.0061423, train_acc 88.22%, test_acc 85.60%
Epoch 12: loss 0.0059436, train_acc 88.34%, test_acc 85.50%
Epoch 13: loss 0.0057211, train_acc 86.68%, test_acc 84.13%
Epoch 14: loss 0.0056437, train_acc 89.04%, test_acc 86.08%
Epoch 15: loss 0.0053907, train_acc 86.26%, test_acc 83.00%
Epoch 16: loss 0.0052882, train_acc 86.45%, test_acc 83.18%
Epoch 17: loss 0.0051388, train_acc 84.55%, test_acc 81.54%
Epoch 18: loss 0.0051028, train_acc 87.45%, test_acc 84.35%
Epoch 19: loss 0.0049178, train_acc 85.91%, test_acc 82.55%
Epoch 20: loss 0.0048901, train_acc 89.32%, test_acc 86.12%
Epoch 21: loss 0.0047956, train_acc 88.90%, test_acc 85.79%
Epoch 22: loss 0.0047666, train_acc 89.16%, test_acc 85.21%
Epoch 23: loss 0.0045766, train_acc 87.01%, test_acc 83.17%
Epoch 24: loss 0.0045707, train_acc 89.67%, test_acc 86.43%
Epoch 25: loss 0.0045207, train_acc 88.51%, test_acc 85.06%
Epoch 26: loss 0.0043735, train_acc 90.42%, test_acc 87.37%
Epoch 27: loss 0.0043475, train_acc 85.48%, test_acc 82.32%
Epoch 28: loss 0.0043470, train_acc 90.80%, test_acc 87.37%
Epoch 29: loss 0.0043306, train_acc 91.10%, test_acc 87.48%
Epoch 30: loss 0.0041925, train_acc 92.33%, test_acc 88.76%
Epoch 31: loss 0.0041494, train_acc 90.19%, test_acc 86.97%
Epoch 32: loss 0.0041252, train_acc 88.20%, test_acc 84.93%
Epoch 33: loss 0.0041020, train_acc 88.60%, test_acc 85.00%
Epoch 34: loss 0.0040430, train_acc 88.75%, test_acc 85.43%
Epoch 35: loss 0.0039856, train_acc 90.26%, test_acc 86.69%
Epoch 36: loss 0.0040090, train_acc 91.43%, test_acc 88.17%
Epoch 37: loss 0.0040783, train_acc 91.06%, test_acc 87.85%
Epoch 38: loss 0.0040092, train_acc 83.31%, test_acc 80.15%
Epoch 39: loss 0.0039883, train_acc 91.23%, test_acc 86.81%
Epoch 40: loss 0.0039484, train_acc 90.34%, test_acc 86.87%
Epoch 41: loss 0.0039631, train_acc 88.78%, test_acc 85.37%
Epoch 42: loss 0.0038735, train_acc 91.40%, test_acc 87.72%
Epoch 43: loss 0.0038387, train_acc 88.74%, test_acc 84.98%
Epoch 44: loss 0.0038460, train_acc 89.51%, test_acc 86.47%
Epoch 45: loss 0.0037783, train_acc 90.71%, test_acc 87.42%
Epoch 46: loss 0.0037925, train_acc 90.70%, test_acc 87.03%
Epoch 47: loss 0.0037857, train_acc 91.51%, test_acc 88.45%
