=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
 *** Used device: cuda
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ./cifar10/cifar-10-python.tar.gz
Extracting ./cifar10/cifar-10-python.tar.gz to ./cifar10
Files already downloaded and verified
 *** Random labels done
 *** Random pixels done
 *** Mask calcualted (keeping 2.0% weights)
Epoch 0: loss 0.0344204, train_acc 17.83%, test_acc 17.86%
Epoch 1: loss 0.0332881, train_acc 18.21%, test_acc 18.44%
Epoch 2: loss 0.0335937, train_acc 14.28%, test_acc 14.66%
Epoch 3: loss 0.0341862, train_acc 18.78%, test_acc 18.73%
Epoch 4: loss 0.0339053, train_acc 16.17%, test_acc 17.19%
Epoch 5: loss 0.0338569, train_acc 14.04%, test_acc 13.72%
Epoch 6: loss 0.0338193, train_acc 18.77%, test_acc 19.05%
Epoch 7: loss 0.0335366, train_acc 18.66%, test_acc 18.96%
Epoch 8: loss 0.0335736, train_acc 17.21%, test_acc 16.80%
Epoch 9: loss 0.0334275, train_acc 17.21%, test_acc 17.04%
Epoch 10: loss 0.0334370, train_acc 19.02%, test_acc 19.33%
Epoch 11: loss 0.0333864, train_acc 15.86%, test_acc 16.03%
Epoch 12: loss 0.0335482, train_acc 18.58%, test_acc 18.82%
Epoch 13: loss 0.0334543, train_acc 16.73%, test_acc 17.23%
Epoch 14: loss 0.0335788, train_acc 17.26%, test_acc 16.80%
Epoch 15: loss 0.0334680, train_acc 18.28%, test_acc 18.77%
Epoch 16: loss 0.0334612, train_acc 18.34%, test_acc 18.25%
Epoch 17: loss 0.0332765, train_acc 19.26%, test_acc 19.50%
Epoch 18: loss 0.0333903, train_acc 20.44%, test_acc 20.70%
Epoch 19: loss 0.0335064, train_acc 18.38%, test_acc 18.41%
Epoch 20: loss 0.0333677, train_acc 19.53%, test_acc 19.06%
Epoch 21: loss 0.0334682, train_acc 18.61%, test_acc 18.83%
Epoch 22: loss 0.0333501, train_acc 17.61%, test_acc 17.34%
Epoch 23: loss 0.0332595, train_acc 16.81%, test_acc 16.86%
Epoch 24: loss 0.0333228, train_acc 18.38%, test_acc 18.64%
Epoch 25: loss 0.0331925, train_acc 19.65%, test_acc 19.72%
Epoch 26: loss 0.0331288, train_acc 19.57%, test_acc 19.58%
Epoch 27: loss 0.0331974, train_acc 18.88%, test_acc 19.23%
Epoch 28: loss 0.0330654, train_acc 19.45%, test_acc 19.25%
Epoch 29: loss 0.0331879, train_acc 19.11%, test_acc 18.70%
Epoch 30: loss 0.0331814, train_acc 18.30%, test_acc 17.94%
Epoch 31: loss 0.0332119, train_acc 18.18%, test_acc 18.18%
Epoch 32: loss 0.0330874, train_acc 18.57%, test_acc 17.68%
Epoch 33: loss 0.0331483, train_acc 18.25%, test_acc 18.73%
