 => Using seed 2020
 => Using device: cuda
Downloading https://www.cs.toronto.edu/~kriz/cifar-100-python.tar.gz to ./cifar100/cifar-100-python.tar.gz
Extracting ./cifar100/cifar-100-python.tar.gz to ./cifar100
Files already downloaded and verified
=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
Pretraining epoch 0: loss 0.0661028, train_acc 5.94%, test_acc 5.97%
Pretraining epoch 1: loss 0.0606453, train_acc 9.68%, test_acc 10.38%
Pretraining epoch 2: loss 0.0568273, train_acc 13.29%, test_acc 14.26%
Pretraining epoch 3: loss 0.0539923, train_acc 16.47%, test_acc 16.98%
Pretraining epoch 4: loss 0.0519502, train_acc 13.19%, test_acc 12.95%
Pretraining epoch 5: loss 0.0493558, train_acc 20.49%, test_acc 21.18%
Pretraining epoch 6: loss 0.0450390, train_acc 27.52%, test_acc 27.22%
Pretraining epoch 7: loss 0.0423032, train_acc 29.77%, test_acc 29.26%
Pretraining epoch 8: loss 0.0400439, train_acc 33.10%, test_acc 32.99%
Pretraining epoch 9: loss 0.0379641, train_acc 36.53%, test_acc 35.32%
Pretraining epoch 10: loss 0.0365705, train_acc 29.24%, test_acc 31.13%
Pretraining epoch 11: loss 0.0358968, train_acc 39.78%, test_acc 38.78%
Pretraining epoch 12: loss 0.0336292, train_acc 38.56%, test_acc 37.35%
Pretraining epoch 13: loss 0.0334059, train_acc 42.70%, test_acc 40.56%
Pretraining epoch 14: loss 0.0318463, train_acc 39.81%, test_acc 38.89%
Pretraining epoch 15: loss 0.0324186, train_acc 47.40%, test_acc 45.82%
Pretraining epoch 16: loss 0.0302096, train_acc 48.21%, test_acc 45.84%
Pretraining epoch 17: loss 0.0291268, train_acc 49.10%, test_acc 46.44%
Pretraining epoch 18: loss 0.0283232, train_acc 50.15%, test_acc 46.00%
Pretraining epoch 19: loss 0.0276122, train_acc 51.62%, test_acc 48.20%
Pretraining epoch 20: loss 0.0271229, train_acc 53.90%, test_acc 50.18%
Pretraining epoch 21: loss 0.0265988, train_acc 53.19%, test_acc 48.75%
Pretraining epoch 22: loss 0.0259364, train_acc 52.30%, test_acc 48.41%
Pretraining epoch 23: loss 0.0255219, train_acc 55.40%, test_acc 51.48%
Pretraining epoch 24: loss 0.0252500, train_acc 56.27%, test_acc 51.33%
Pretraining epoch 25: loss 0.0249486, train_acc 55.97%, test_acc 51.81%
Pretraining epoch 26: loss 0.0253205, train_acc 47.48%, test_acc 44.57%
Pretraining epoch 27: loss 0.0253752, train_acc 57.49%, test_acc 52.81%
Pretraining epoch 28: loss 0.0238194, train_acc 57.23%, test_acc 51.72%
Pretraining epoch 29: loss 0.0233395, train_acc 58.19%, test_acc 52.58%
Pretraining epoch 30: loss 0.0228525, train_acc 56.43%, test_acc 51.12%
Pretraining epoch 31: loss 0.0227270, train_acc 60.04%, test_acc 54.66%
Pretraining epoch 32: loss 0.0228576, train_acc 58.42%, test_acc 52.69%
Pretraining epoch 33: loss 0.0220979, train_acc 61.11%, test_acc 54.39%
Pretraining epoch 34: loss 0.0220208, train_acc 58.43%, test_acc 52.08%
Pretraining epoch 35: loss 0.0215273, train_acc 62.41%, test_acc 55.13%
Pretraining epoch 36: loss 0.0211594, train_acc 61.83%, test_acc 55.18%
Pretraining epoch 37: loss 0.0210892, train_acc 62.04%, test_acc 55.29%
Pretraining epoch 38: loss 0.0213389, train_acc 58.97%, test_acc 52.15%
Pretraining epoch 39: loss 0.0206825, train_acc 63.21%, test_acc 55.72%
Pretraining epoch 40: loss 0.0203807, train_acc 62.88%, test_acc 55.67%
Pretraining epoch 41: loss 0.0200216, train_acc 63.12%, test_acc 55.87%
Pretraining epoch 42: loss 0.0202025, train_acc 62.99%, test_acc 56.01%
Pretraining epoch 43: loss 0.0197387, train_acc 62.42%, test_acc 55.01%
Pretraining epoch 44: loss 0.0194566, train_acc 64.62%, test_acc 56.94%
Pretraining epoch 45: loss 0.0206561, train_acc 64.14%, test_acc 56.46%
Pretraining epoch 46: loss 0.0192640, train_acc 66.20%, test_acc 57.92%
Pretraining epoch 47: loss 0.0190804, train_acc 64.19%, test_acc 55.78%
Pretraining epoch 48: loss 0.0190206, train_acc 66.23%, test_acc 58.02%
Pretraining epoch 49: loss 0.0186582, train_acc 63.51%, test_acc 55.72%
Pretraining epoch 50: loss 0.0187312, train_acc 67.11%, test_acc 59.18%
Pretraining epoch 51: loss 0.0184846, train_acc 65.15%, test_acc 56.47%
Pretraining epoch 52: loss 0.0181215, train_acc 51.24%, test_acc 45.55%
Pretraining epoch 53: loss 0.0183779, train_acc 66.46%, test_acc 58.05%
Pretraining epoch 54: loss 0.0179341, train_acc 62.82%, test_acc 54.35%
Pretraining epoch 55: loss 0.0183521, train_acc 68.66%, test_acc 58.83%
Pretraining epoch 56: loss 0.0176964, train_acc 67.77%, test_acc 58.46%
Pretraining epoch 57: loss 0.0174417, train_acc 64.43%, test_acc 56.13%
Pretraining epoch 58: loss 0.0183167, train_acc 68.60%, test_acc 58.76%
Pretraining epoch 59: loss 0.0172711, train_acc 65.32%, test_acc 56.40%
Pretraining epoch 60: loss 0.0173715, train_acc 67.61%, test_acc 58.88%
Pretraining epoch 61: loss 0.0170970, train_acc 66.65%, test_acc 57.73%
Pretraining epoch 62: loss 0.0171383, train_acc 70.65%, test_acc 60.09%
Pretraining epoch 63: loss 0.0167865, train_acc 69.09%, test_acc 58.58%
Pretraining epoch 64: loss 0.0169156, train_acc 69.24%, test_acc 58.61%
Pretraining epoch 65: loss 0.0166444, train_acc 67.05%, test_acc 58.25%
Pretraining epoch 66: loss 0.0166344, train_acc 67.91%, test_acc 57.58%
Pretraining epoch 67: loss 0.0163356, train_acc 69.32%, test_acc 59.84%
Pretraining epoch 68: loss 0.0165894, train_acc 65.76%, test_acc 55.44%
Pretraining epoch 69: loss 0.0163989, train_acc 71.79%, test_acc 60.06%
Pretraining epoch 70: loss 0.0162326, train_acc 68.99%, test_acc 58.58%
Pretraining epoch 71: loss 0.0162625, train_acc 70.40%, test_acc 59.49%
Pretraining epoch 72: loss 0.0162992, train_acc 70.16%, test_acc 59.60%
Pretraining epoch 73: loss 0.0160073, train_acc 69.89%, test_acc 58.76%
Pretraining epoch 74: loss 0.0159490, train_acc 71.10%, test_acc 59.78%
Pretraining epoch 75: loss 0.0159790, train_acc 64.92%, test_acc 55.54%
Pretraining epoch 76: loss 0.0157836, train_acc 72.86%, test_acc 61.09%
