 => Using seed 2020
 => Using device: cuda
Files already downloaded and verified
Files already downloaded and verified
=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
Pretraining epoch 0: loss 0.0273856, train_acc 36.95%, test_acc 38.58%
Pretraining epoch 1: loss 0.0210341, train_acc 54.84%, test_acc 55.68%
Pretraining epoch 2: loss 0.0168218, train_acc 67.35%, test_acc 68.08%
Pretraining epoch 3: loss 0.0143927, train_acc 64.01%, test_acc 61.76%
Pretraining epoch 4: loss 0.0125368, train_acc 71.58%, test_acc 71.43%
Pretraining epoch 5: loss 0.0118741, train_acc 73.02%, test_acc 70.93%
Pretraining epoch 6: loss 0.0106341, train_acc 79.29%, test_acc 78.64%
Pretraining epoch 7: loss 0.0100219, train_acc 79.63%, test_acc 79.62%
Pretraining epoch 8: loss 0.0093645, train_acc 82.88%, test_acc 81.36%
Pretraining epoch 9: loss 0.0087696, train_acc 77.28%, test_acc 76.18%
Pretraining epoch 10: loss 0.0094728, train_acc 82.86%, test_acc 81.77%
Pretraining epoch 11: loss 0.0081283, train_acc 82.50%, test_acc 80.31%
Pretraining epoch 12: loss 0.0077117, train_acc 84.06%, test_acc 82.16%
Pretraining epoch 13: loss 0.0075109, train_acc 84.63%, test_acc 82.96%
Pretraining epoch 14: loss 0.0071632, train_acc 85.87%, test_acc 83.86%
Pretraining epoch 15: loss 0.0070044, train_acc 87.08%, test_acc 85.60%
Pretraining epoch 16: loss 0.0068461, train_acc 87.49%, test_acc 84.25%
Pretraining epoch 17: loss 0.0064574, train_acc 85.85%, test_acc 83.67%
Pretraining epoch 18: loss 0.0065133, train_acc 87.30%, test_acc 84.54%
Pretraining epoch 19: loss 0.0062180, train_acc 86.04%, test_acc 84.19%
Pretraining epoch 20: loss 0.0060753, train_acc 87.10%, test_acc 83.47%
Pretraining epoch 21: loss 0.0060359, train_acc 87.22%, test_acc 84.49%
Pretraining epoch 22: loss 0.0056988, train_acc 88.02%, test_acc 85.34%
Pretraining epoch 23: loss 0.0060526, train_acc 86.06%, test_acc 83.36%
Pretraining epoch 24: loss 0.0056839, train_acc 88.30%, test_acc 84.99%
Pretraining epoch 25: loss 0.0056388, train_acc 89.58%, test_acc 86.57%
