 => Using seed 2020
 => Using device: cuda
Files already downloaded and verified
Files already downloaded and verified
 => Loading model '/content/drive/MyDrive/pruningData/partially_trained/pretrained_models/vgg19_160_40_cifar10_basic_pretraining_model.pt'
 => Pruning (keeping 5.0% weights)
===> smart ratios before rearanging: 13.586, 3.057, 1.216, 0.608, 0.343, 0.209, 0.133, 0.087, 0.058, 0.039, 0.027, 0.018, 0.012, 0.008, 0.005, 0.003, 0.300
===> smart ratios: 1.000, 1.000, 1.000, 1.000, 0.532, 0.209, 0.133, 0.087, 0.058, 0.039, 0.027, 0.018, 0.012, 0.008, 0.005, 0.003, 0.300
===> total keep ratio: 0.04999962041734781
=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
Fine tuning epoch 0 (scheduling like it's 40): loss 0.0056653, train_acc 91.08%, test_acc 87.16%
Fine tuning epoch 1 (scheduling like it's 41): loss 0.0041221, train_acc 91.65%, test_acc 87.22%
Fine tuning epoch 2 (scheduling like it's 42): loss 0.0036289, train_acc 93.50%, test_acc 88.76%
Fine tuning epoch 3 (scheduling like it's 43): loss 0.0033350, train_acc 92.47%, test_acc 88.34%
Fine tuning epoch 4 (scheduling like it's 44): loss 0.0031940, train_acc 93.42%, test_acc 88.43%
Fine tuning epoch 5 (scheduling like it's 45): loss 0.0030552, train_acc 93.03%, test_acc 87.72%
Fine tuning epoch 6 (scheduling like it's 46): loss 0.0030341, train_acc 94.56%, test_acc 89.46%
Fine tuning epoch 7 (scheduling like it's 47): loss 0.0029795, train_acc 93.18%, test_acc 88.14%
Fine tuning epoch 8 (scheduling like it's 48): loss 0.0028590, train_acc 94.40%, test_acc 89.40%
Fine tuning epoch 9 (scheduling like it's 49): loss 0.0027926, train_acc 94.21%, test_acc 89.22%
Fine tuning epoch 10 (scheduling like it's 50): loss 0.0028134, train_acc 95.03%, test_acc 89.61%
Fine tuning epoch 11 (scheduling like it's 51): loss 0.0028002, train_acc 93.53%, test_acc 88.32%
Fine tuning epoch 12 (scheduling like it's 52): loss 0.0028661, train_acc 93.86%, test_acc 88.37%
Fine tuning epoch 13 (scheduling like it's 53): loss 0.0026961, train_acc 94.87%, test_acc 89.42%
Fine tuning epoch 14 (scheduling like it's 54): loss 0.0026503, train_acc 95.29%, test_acc 89.72%
Fine tuning epoch 15 (scheduling like it's 55): loss 0.0026813, train_acc 93.78%, test_acc 88.48%
Fine tuning epoch 16 (scheduling like it's 56): loss 0.0026465, train_acc 94.51%, test_acc 88.80%
Fine tuning epoch 17 (scheduling like it's 57): loss 0.0026655, train_acc 92.44%, test_acc 87.17%
Fine tuning epoch 18 (scheduling like it's 58): loss 0.0026878, train_acc 94.59%, test_acc 88.84%
Fine tuning epoch 19 (scheduling like it's 59): loss 0.0026826, train_acc 94.70%, test_acc 88.57%
Fine tuning epoch 20 (scheduling like it's 60): loss 0.0026553, train_acc 93.61%, test_acc 88.33%
Fine tuning epoch 21 (scheduling like it's 61): loss 0.0026871, train_acc 94.47%, test_acc 88.93%
Fine tuning epoch 22 (scheduling like it's 62): loss 0.0026447, train_acc 95.16%, test_acc 89.43%
Fine tuning epoch 23 (scheduling like it's 63): loss 0.0026046, train_acc 94.03%, test_acc 88.81%
Fine tuning epoch 24 (scheduling like it's 64): loss 0.0026251, train_acc 94.36%, test_acc 88.61%
Fine tuning epoch 25 (scheduling like it's 65): loss 0.0026287, train_acc 94.80%, test_acc 89.29%
Fine tuning epoch 26 (scheduling like it's 66): loss 0.0025296, train_acc 93.16%, test_acc 87.62%
Fine tuning epoch 27 (scheduling like it's 67): loss 0.0026816, train_acc 95.26%, test_acc 89.69%
