 => Using seed 2020
 => Using device: cuda
Downloading https://www.cs.toronto.edu/~kriz/cifar-100-python.tar.gz to ./cifar100/cifar-100-python.tar.gz
Extracting ./cifar100/cifar-100-python.tar.gz to ./cifar100
Files already downloaded and verified
 => Loading model '/content/drive/MyDrive/pruningData/partially_trained/pretrained_models/vgg19_160_40_cifar100_basic_pretraining_model.pt'
 => Pruning (keeping 10.0% weights)
===> smart ratios before rearanging: 27.066, 6.090, 2.422, 1.211, 0.684, 0.415, 0.265, 0.174, 0.116, 0.078, 0.053, 0.036, 0.024, 0.015, 0.009, 0.006, 0.300
===> smart ratios: 1.000, 1.000, 1.000, 1.000, 1.000, 0.882, 0.265, 0.174, 0.116, 0.078, 0.053, 0.036, 0.024, 0.015, 0.009, 0.006, 0.300
===> total keep ratio: 0.09999245538811764
=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
Fine tuning epoch 0 (scheduling like it's 40): loss 0.0226777, train_acc 62.43%, test_acc 54.73%
Fine tuning epoch 1 (scheduling like it's 41): loss 0.0180289, train_acc 67.46%, test_acc 56.86%
Fine tuning epoch 2 (scheduling like it's 42): loss 0.0163684, train_acc 71.16%, test_acc 60.02%
Fine tuning epoch 3 (scheduling like it's 43): loss 0.0154696, train_acc 73.30%, test_acc 60.85%
Fine tuning epoch 4 (scheduling like it's 44): loss 0.0144053, train_acc 73.42%, test_acc 60.74%
Fine tuning epoch 5 (scheduling like it's 45): loss 0.0141715, train_acc 73.14%, test_acc 60.37%
Fine tuning epoch 6 (scheduling like it's 46): loss 0.0136570, train_acc 74.56%, test_acc 61.18%
Fine tuning epoch 7 (scheduling like it's 47): loss 0.0134051, train_acc 72.52%, test_acc 58.96%
Fine tuning epoch 8 (scheduling like it's 48): loss 0.0130327, train_acc 76.98%, test_acc 62.19%
Fine tuning epoch 9 (scheduling like it's 49): loss 0.0129272, train_acc 76.44%, test_acc 62.56%
Fine tuning epoch 10 (scheduling like it's 50): loss 0.0125803, train_acc 74.45%, test_acc 60.76%
Fine tuning epoch 11 (scheduling like it's 51): loss 0.0126527, train_acc 73.43%, test_acc 59.85%
Fine tuning epoch 12 (scheduling like it's 52): loss 0.0123577, train_acc 76.95%, test_acc 62.52%
Fine tuning epoch 13 (scheduling like it's 53): loss 0.0122479, train_acc 71.77%, test_acc 58.89%
Fine tuning epoch 14 (scheduling like it's 54): loss 0.0123480, train_acc 76.78%, test_acc 61.06%
Fine tuning epoch 15 (scheduling like it's 55): loss 0.0121951, train_acc 78.08%, test_acc 62.93%
Fine tuning epoch 16 (scheduling like it's 56): loss 0.0122685, train_acc 74.57%, test_acc 60.14%
Fine tuning epoch 17 (scheduling like it's 57): loss 0.0120199, train_acc 77.23%, test_acc 62.37%
Fine tuning epoch 18 (scheduling like it's 58): loss 0.0119280, train_acc 78.38%, test_acc 62.83%
Fine tuning epoch 19 (scheduling like it's 59): loss 0.0118845, train_acc 78.25%, test_acc 62.53%
Fine tuning epoch 20 (scheduling like it's 60): loss 0.0119562, train_acc 75.24%, test_acc 59.81%
Fine tuning epoch 21 (scheduling like it's 61): loss 0.0119850, train_acc 75.14%, test_acc 60.90%
Fine tuning epoch 22 (scheduling like it's 62): loss 0.0117526, train_acc 80.21%, test_acc 63.84%
Fine tuning epoch 23 (scheduling like it's 63): loss 0.0117639, train_acc 76.09%, test_acc 61.53%
Fine tuning epoch 24 (scheduling like it's 64): loss 0.0118153, train_acc 76.20%, test_acc 61.72%
Fine tuning epoch 25 (scheduling like it's 65): loss 0.0117005, train_acc 74.82%, test_acc 60.41%
Fine tuning epoch 26 (scheduling like it's 66): loss 0.0116972, train_acc 74.98%, test_acc 60.56%
Fine tuning epoch 27 (scheduling like it's 67): loss 0.0117535, train_acc 79.86%, test_acc 63.25%
Fine tuning epoch 28 (scheduling like it's 68): loss 0.0116429, train_acc 77.27%, test_acc 61.95%
Fine tuning epoch 29 (scheduling like it's 69): loss 0.0116546, train_acc 76.52%, test_acc 61.66%
Fine tuning epoch 30 (scheduling like it's 70): loss 0.0117805, train_acc 76.07%, test_acc 59.78%
Fine tuning epoch 31 (scheduling like it's 71): loss 0.0115879, train_acc 72.93%, test_acc 58.78%
Fine tuning epoch 32 (scheduling like it's 72): loss 0.0116691, train_acc 75.63%, test_acc 60.97%
Fine tuning epoch 33 (scheduling like it's 73): loss 0.0116459, train_acc 78.38%, test_acc 63.02%
Fine tuning epoch 34 (scheduling like it's 74): loss 0.0115659, train_acc 75.52%, test_acc 60.58%
Fine tuning epoch 35 (scheduling like it's 75): loss 0.0115768, train_acc 78.31%, test_acc 62.99%
Fine tuning epoch 36 (scheduling like it's 76): loss 0.0114509, train_acc 75.44%, test_acc 60.94%
Fine tuning epoch 37 (scheduling like it's 77): loss 0.0114931, train_acc 76.98%, test_acc 61.04%
Fine tuning epoch 38 (scheduling like it's 78): loss 0.0115030, train_acc 77.56%, test_acc 62.14%
Fine tuning epoch 39 (scheduling like it's 79): loss 0.0115673, train_acc 77.88%, test_acc 61.70%
Fine tuning epoch 40 (scheduling like it's 80): loss 0.0059702, train_acc 92.65%, test_acc 70.48%
Fine tuning epoch 41 (scheduling like it's 81): loss 0.0043596, train_acc 93.95%, test_acc 70.73%
Fine tuning epoch 42 (scheduling like it's 82): loss 0.0037426, train_acc 95.07%, test_acc 71.02%
Fine tuning epoch 43 (scheduling like it's 83): loss 0.0033301, train_acc 95.48%, test_acc 70.89%
Fine tuning epoch 44 (scheduling like it's 84): loss 0.0030409, train_acc 95.86%, test_acc 71.04%
Fine tuning epoch 45 (scheduling like it's 85): loss 0.0027825, train_acc 96.33%, test_acc 70.96%
Fine tuning epoch 46 (scheduling like it's 86): loss 0.0025877, train_acc 96.67%, test_acc 71.02%
Fine tuning epoch 47 (scheduling like it's 87): loss 0.0023876, train_acc 97.13%, test_acc 71.18%
Fine tuning epoch 48 (scheduling like it's 88): loss 0.0022421, train_acc 97.33%, test_acc 71.17%
Fine tuning epoch 49 (scheduling like it's 89): loss 0.0021324, train_acc 97.50%, test_acc 71.28%
Fine tuning epoch 50 (scheduling like it's 90): loss 0.0020088, train_acc 97.67%, test_acc 71.24%
Fine tuning epoch 51 (scheduling like it's 91): loss 0.0018438, train_acc 97.78%, test_acc 71.09%
Fine tuning epoch 52 (scheduling like it's 92): loss 0.0018181, train_acc 98.11%, test_acc 71.08%
Fine tuning epoch 53 (scheduling like it's 93): loss 0.0016980, train_acc 98.08%, test_acc 71.26%
Fine tuning epoch 54 (scheduling like it's 94): loss 0.0016091, train_acc 98.34%, test_acc 71.25%
Fine tuning epoch 55 (scheduling like it's 95): loss 0.0015553, train_acc 98.40%, test_acc 70.91%
Fine tuning epoch 56 (scheduling like it's 96): loss 0.0014838, train_acc 98.54%, test_acc 71.11%
Fine tuning epoch 57 (scheduling like it's 97): loss 0.0014608, train_acc 98.59%, test_acc 71.15%
Fine tuning epoch 58 (scheduling like it's 98): loss 0.0013880, train_acc 98.68%, test_acc 70.74%
Fine tuning epoch 59 (scheduling like it's 99): loss 0.0013346, train_acc 98.66%, test_acc 70.94%
Fine tuning epoch 60 (scheduling like it's 100): loss 0.0012526, train_acc 98.83%, test_acc 70.96%
Fine tuning epoch 61 (scheduling like it's 101): loss 0.0012257, train_acc 98.96%, test_acc 71.04%
Fine tuning epoch 62 (scheduling like it's 102): loss 0.0011689, train_acc 98.95%, test_acc 70.82%
Fine tuning epoch 63 (scheduling like it's 103): loss 0.0011332, train_acc 99.04%, test_acc 70.46%
