=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
 *** Used device: cuda
Downloading https://www.cs.toronto.edu/~kriz/cifar-100-python.tar.gz to ./cifar100/cifar-100-python.tar.gz
Extracting ./cifar100/cifar-100-python.tar.gz to ./cifar100
Files already downloaded and verified
 *** Mask calcualted (keeping 100.0% weights)
Epoch 0: loss 0.0657000, train_acc 6.01%, test_acc 6.03%
Epoch 1: loss 0.0606198, train_acc 10.49%, test_acc 10.35%
Epoch 2: loss 0.0567095, train_acc 12.42%, test_acc 13.03%
Epoch 3: loss 0.0530254, train_acc 17.72%, test_acc 17.80%
Epoch 4: loss 0.0496308, train_acc 20.91%, test_acc 21.77%
Epoch 5: loss 0.0460272, train_acc 24.54%, test_acc 24.98%
Epoch 6: loss 0.0431180, train_acc 30.07%, test_acc 29.09%
Epoch 7: loss 0.0402005, train_acc 32.57%, test_acc 31.81%
Epoch 8: loss 0.0382425, train_acc 34.11%, test_acc 33.71%
Epoch 9: loss 0.0369475, train_acc 38.50%, test_acc 38.34%
Epoch 10: loss 0.0349956, train_acc 39.79%, test_acc 38.49%
Epoch 11: loss 0.0336249, train_acc 42.18%, test_acc 41.09%
Epoch 12: loss 0.0326615, train_acc 44.78%, test_acc 43.18%
Epoch 13: loss 0.0315234, train_acc 44.54%, test_acc 42.67%
Epoch 14: loss 0.0305544, train_acc 45.66%, test_acc 44.18%
Epoch 15: loss 0.0299263, train_acc 46.38%, test_acc 44.96%
Epoch 16: loss 0.0294472, train_acc 50.01%, test_acc 46.98%
Epoch 17: loss 0.0282241, train_acc 49.44%, test_acc 46.15%
Epoch 18: loss 0.0275923, train_acc 51.61%, test_acc 48.22%
Epoch 19: loss 0.0269867, train_acc 52.26%, test_acc 48.38%
Epoch 20: loss 0.0264502, train_acc 48.77%, test_acc 45.42%
Epoch 21: loss 0.0260143, train_acc 55.55%, test_acc 51.19%
Epoch 22: loss 0.0254121, train_acc 49.46%, test_acc 47.57%
Epoch 23: loss 0.0252342, train_acc 46.70%, test_acc 44.49%
Epoch 24: loss 0.0261192, train_acc 52.88%, test_acc 48.25%
Epoch 25: loss 0.0245440, train_acc 54.40%, test_acc 49.95%
Epoch 26: loss 0.0241483, train_acc 59.05%, test_acc 53.36%
Epoch 27: loss 0.0237355, train_acc 58.25%, test_acc 53.05%
Epoch 28: loss 0.0233461, train_acc 56.24%, test_acc 50.38%
Epoch 29: loss 0.0229872, train_acc 59.16%, test_acc 53.74%
Epoch 30: loss 0.0226631, train_acc 56.26%, test_acc 50.98%
Epoch 31: loss 0.0229466, train_acc 61.66%, test_acc 55.77%
Epoch 32: loss 0.0222094, train_acc 59.63%, test_acc 54.50%
Epoch 33: loss 0.0220261, train_acc 61.21%, test_acc 55.33%
Epoch 34: loss 0.0215963, train_acc 58.89%, test_acc 52.93%
Epoch 35: loss 0.0218686, train_acc 59.43%, test_acc 54.14%
Epoch 36: loss 0.0211759, train_acc 59.20%, test_acc 52.76%
Epoch 37: loss 0.0207437, train_acc 62.43%, test_acc 55.29%
Epoch 38: loss 0.0205344, train_acc 59.51%, test_acc 53.55%
Epoch 39: loss 0.0207573, train_acc 63.72%, test_acc 57.50%
Epoch 40: loss 0.0202049, train_acc 62.32%, test_acc 55.41%
Epoch 41: loss 0.0199426, train_acc 65.07%, test_acc 57.45%
Epoch 42: loss 0.0198783, train_acc 64.47%, test_acc 56.93%
Epoch 43: loss 0.0196502, train_acc 63.11%, test_acc 55.88%
Epoch 44: loss 0.0194702, train_acc 66.46%, test_acc 58.15%
Epoch 45: loss 0.0192603, train_acc 64.33%, test_acc 56.68%
Epoch 46: loss 0.0190864, train_acc 63.04%, test_acc 55.58%
Epoch 47: loss 0.0190205, train_acc 64.26%, test_acc 56.34%
Epoch 48: loss 0.0187864, train_acc 67.54%, test_acc 58.47%
Epoch 49: loss 0.0186298, train_acc 66.82%, test_acc 58.33%
Epoch 50: loss 0.0185443, train_acc 67.17%, test_acc 57.93%
Epoch 51: loss 0.0182854, train_acc 67.55%, test_acc 57.88%
Epoch 52: loss 0.0181662, train_acc 68.97%, test_acc 59.71%
Epoch 53: loss 0.0180883, train_acc 67.16%, test_acc 58.48%
Epoch 54: loss 0.0180053, train_acc 62.02%, test_acc 54.49%
Epoch 55: loss 0.0180290, train_acc 62.01%, test_acc 54.67%
Epoch 56: loss 0.0179006, train_acc 68.14%, test_acc 58.79%
Epoch 57: loss 0.0178470, train_acc 67.35%, test_acc 57.91%
Epoch 58: loss 0.0176315, train_acc 66.94%, test_acc 58.38%
Epoch 59: loss 0.0176373, train_acc 66.53%, test_acc 57.81%
Epoch 60: loss 0.0172839, train_acc 65.49%, test_acc 57.37%
Epoch 61: loss 0.0173833, train_acc 68.78%, test_acc 58.81%
Epoch 62: loss 0.0171133, train_acc 65.47%, test_acc 57.08%
Epoch 63: loss 0.0171872, train_acc 65.88%, test_acc 57.00%
Epoch 64: loss 0.0170626, train_acc 68.52%, test_acc 58.45%
Epoch 65: loss 0.0167501, train_acc 68.33%, test_acc 58.33%
Epoch 66: loss 0.0166603, train_acc 70.19%, test_acc 59.82%
Epoch 67: loss 0.0165881, train_acc 66.11%, test_acc 57.87%
Epoch 68: loss 0.0166744, train_acc 70.23%, test_acc 59.55%
Epoch 69: loss 0.0165648, train_acc 67.77%, test_acc 57.92%
Epoch 70: loss 0.0164157, train_acc 65.56%, test_acc 56.44%
Epoch 71: loss 0.0162320, train_acc 67.47%, test_acc 57.36%
Epoch 72: loss 0.0162048, train_acc 69.90%, test_acc 59.47%
Epoch 73: loss 0.0161035, train_acc 70.62%, test_acc 59.49%
Epoch 74: loss 0.0161094, train_acc 72.24%, test_acc 61.31%
Epoch 75: loss 0.0161315, train_acc 70.00%, test_acc 58.82%
Epoch 76: loss 0.0159496, train_acc 72.07%, test_acc 60.31%
Epoch 77: loss 0.0158573, train_acc 66.98%, test_acc 57.67%
Epoch 78: loss 0.0157988, train_acc 71.54%, test_acc 60.72%
Epoch 79: loss 0.0157618, train_acc 72.18%, test_acc 60.49%
Epoch 80: loss 0.0091717, train_acc 86.59%, test_acc 69.56%
Epoch 81: loss 0.0072431, train_acc 88.69%, test_acc 70.37%
Epoch 82: loss 0.0064739, train_acc 89.92%, test_acc 70.78%
Epoch 83: loss 0.0058867, train_acc 90.53%, test_acc 70.58%
Epoch 84: loss 0.0055190, train_acc 91.36%, test_acc 70.60%
Epoch 85: loss 0.0051659, train_acc 91.79%, test_acc 70.70%
Epoch 86: loss 0.0048566, train_acc 92.33%, test_acc 70.84%
Epoch 87: loss 0.0045935, train_acc 93.03%, test_acc 70.47%
Epoch 88: loss 0.0043947, train_acc 93.39%, test_acc 70.60%
Epoch 89: loss 0.0041581, train_acc 93.73%, test_acc 70.82%
Epoch 90: loss 0.0040099, train_acc 94.24%, test_acc 70.86%
Epoch 91: loss 0.0038476, train_acc 94.56%, test_acc 70.77%
Epoch 92: loss 0.0035873, train_acc 94.68%, test_acc 70.21%
Epoch 93: loss 0.0034556, train_acc 94.76%, test_acc 70.12%
Epoch 94: loss 0.0033234, train_acc 94.95%, test_acc 70.35%
Epoch 95: loss 0.0031483, train_acc 95.13%, test_acc 69.73%
Epoch 96: loss 0.0031248, train_acc 95.79%, test_acc 70.12%
Epoch 97: loss 0.0029241, train_acc 95.65%, test_acc 69.84%
Epoch 98: loss 0.0028751, train_acc 96.03%, test_acc 70.19%
Epoch 99: loss 0.0027983, train_acc 96.38%, test_acc 70.39%
Epoch 100: loss 0.0027194, train_acc 96.29%, test_acc 70.34%
