=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
 *** Used device: cuda
Downloading https://www.cs.toronto.edu/~kriz/cifar-100-python.tar.gz to ./cifar100/cifar-100-python.tar.gz
Extracting ./cifar100/cifar-100-python.tar.gz to ./cifar100
Files already downloaded and verified
 *** Mask calcualted (keeping 5.0% weights)
Epoch 0: loss 0.0632444, train_acc 12.30%, test_acc 12.92%
Epoch 1: loss 0.0542615, train_acc 20.74%, test_acc 21.85%
Epoch 2: loss 0.0472523, train_acc 26.21%, test_acc 25.65%
Epoch 3: loss 0.0416138, train_acc 35.51%, test_acc 35.81%
Epoch 4: loss 0.0373421, train_acc 39.72%, test_acc 39.05%
Epoch 5: loss 0.0346393, train_acc 42.63%, test_acc 41.02%
Epoch 6: loss 0.0324343, train_acc 45.54%, test_acc 44.76%
Epoch 7: loss 0.0307840, train_acc 49.50%, test_acc 47.46%
Epoch 8: loss 0.0293764, train_acc 47.50%, test_acc 45.32%
Epoch 9: loss 0.0283059, train_acc 50.35%, test_acc 46.75%
Epoch 10: loss 0.0272664, train_acc 54.12%, test_acc 51.66%
Epoch 11: loss 0.0265495, train_acc 55.73%, test_acc 51.74%
Epoch 12: loss 0.0257219, train_acc 54.16%, test_acc 50.02%
Epoch 13: loss 0.0251345, train_acc 57.69%, test_acc 53.71%
Epoch 14: loss 0.0247431, train_acc 55.67%, test_acc 51.63%
Epoch 15: loss 0.0241217, train_acc 57.55%, test_acc 52.57%
Epoch 16: loss 0.0238073, train_acc 59.39%, test_acc 54.44%
Epoch 17: loss 0.0233509, train_acc 61.19%, test_acc 55.61%
Epoch 18: loss 0.0230145, train_acc 59.57%, test_acc 54.45%
Epoch 19: loss 0.0227510, train_acc 59.45%, test_acc 54.18%
Epoch 20: loss 0.0226114, train_acc 61.60%, test_acc 56.25%
Epoch 21: loss 0.0222336, train_acc 61.98%, test_acc 57.11%
Epoch 22: loss 0.0219198, train_acc 62.15%, test_acc 56.25%
Epoch 23: loss 0.0218040, train_acc 59.84%, test_acc 54.45%
Epoch 24: loss 0.0214741, train_acc 61.95%, test_acc 55.17%
Epoch 25: loss 0.0212808, train_acc 61.29%, test_acc 55.13%
Epoch 26: loss 0.0210261, train_acc 63.29%, test_acc 57.51%
Epoch 27: loss 0.0209172, train_acc 63.30%, test_acc 57.22%
Epoch 28: loss 0.0207805, train_acc 63.26%, test_acc 56.01%
Epoch 29: loss 0.0205816, train_acc 63.08%, test_acc 56.26%
Epoch 30: loss 0.0205281, train_acc 62.77%, test_acc 56.35%
Epoch 31: loss 0.0201688, train_acc 62.93%, test_acc 55.78%
Epoch 32: loss 0.0202004, train_acc 64.00%, test_acc 56.61%
Epoch 33: loss 0.0198692, train_acc 64.35%, test_acc 57.88%
Epoch 34: loss 0.0199374, train_acc 65.57%, test_acc 57.83%
Epoch 35: loss 0.0198531, train_acc 65.04%, test_acc 57.00%
Epoch 36: loss 0.0196836, train_acc 63.05%, test_acc 56.48%
Epoch 37: loss 0.0196567, train_acc 66.96%, test_acc 58.87%
Epoch 38: loss 0.0194869, train_acc 63.96%, test_acc 56.55%
Epoch 39: loss 0.0192602, train_acc 65.07%, test_acc 56.57%
Epoch 40: loss 0.0193733, train_acc 63.59%, test_acc 55.82%
Epoch 41: loss 0.0191564, train_acc 67.05%, test_acc 59.19%
Epoch 42: loss 0.0191457, train_acc 65.13%, test_acc 57.84%
Epoch 43: loss 0.0189550, train_acc 65.66%, test_acc 57.90%
Epoch 44: loss 0.0189882, train_acc 66.06%, test_acc 59.04%
Epoch 45: loss 0.0189860, train_acc 63.80%, test_acc 56.96%
Epoch 46: loss 0.0187761, train_acc 66.95%, test_acc 58.76%
Epoch 47: loss 0.0187146, train_acc 65.91%, test_acc 58.30%
Epoch 48: loss 0.0185553, train_acc 67.42%, test_acc 58.76%
Epoch 49: loss 0.0185624, train_acc 68.70%, test_acc 60.95%
Epoch 50: loss 0.0186658, train_acc 65.98%, test_acc 57.53%
Epoch 51: loss 0.0183773, train_acc 67.33%, test_acc 58.55%
Epoch 52: loss 0.0182730, train_acc 66.75%, test_acc 57.52%
Epoch 53: loss 0.0183201, train_acc 66.54%, test_acc 58.20%
Epoch 54: loss 0.0182352, train_acc 68.41%, test_acc 59.95%
Epoch 55: loss 0.0181782, train_acc 67.88%, test_acc 59.63%
Epoch 56: loss 0.0181580, train_acc 65.48%, test_acc 57.03%
Epoch 57: loss 0.0181580, train_acc 65.57%, test_acc 57.82%
Epoch 58: loss 0.0180573, train_acc 66.68%, test_acc 58.79%
Epoch 59: loss 0.0178715, train_acc 69.08%, test_acc 59.54%
Epoch 60: loss 0.0179516, train_acc 66.43%, test_acc 58.55%
Epoch 61: loss 0.0179375, train_acc 67.66%, test_acc 58.62%
Epoch 62: loss 0.0178316, train_acc 69.22%, test_acc 61.14%
Epoch 63: loss 0.0176678, train_acc 69.13%, test_acc 59.94%
Epoch 64: loss 0.0176766, train_acc 68.32%, test_acc 59.53%
Epoch 65: loss 0.0176221, train_acc 69.22%, test_acc 59.72%
Epoch 66: loss 0.0176099, train_acc 67.65%, test_acc 59.09%
Epoch 67: loss 0.0174929, train_acc 68.59%, test_acc 60.34%
Epoch 68: loss 0.0175143, train_acc 70.03%, test_acc 60.66%
Epoch 69: loss 0.0175776, train_acc 69.39%, test_acc 60.03%
Epoch 70: loss 0.0174105, train_acc 67.97%, test_acc 58.75%
Epoch 71: loss 0.0173258, train_acc 65.48%, test_acc 56.85%
Epoch 72: loss 0.0173473, train_acc 69.63%, test_acc 60.93%
Epoch 73: loss 0.0173330, train_acc 69.67%, test_acc 60.09%
Epoch 74: loss 0.0172753, train_acc 70.04%, test_acc 60.85%
Epoch 75: loss 0.0172566, train_acc 70.09%, test_acc 60.55%
Epoch 76: loss 0.0173350, train_acc 69.24%, test_acc 60.33%
Epoch 77: loss 0.0171840, train_acc 69.00%, test_acc 59.52%
Epoch 78: loss 0.0172130, train_acc 68.23%, test_acc 59.37%
Epoch 79: loss 0.0171185, train_acc 71.00%, test_acc 61.32%
Epoch 80: loss 0.0120143, train_acc 82.44%, test_acc 68.50%
Epoch 81: loss 0.0103679, train_acc 83.94%, test_acc 69.25%
Epoch 82: loss 0.0096380, train_acc 85.07%, test_acc 69.54%
Epoch 83: loss 0.0091177, train_acc 85.62%, test_acc 69.27%
Epoch 84: loss 0.0087154, train_acc 86.26%, test_acc 69.59%
Epoch 85: loss 0.0083360, train_acc 86.91%, test_acc 70.04%
Epoch 86: loss 0.0080927, train_acc 87.59%, test_acc 69.71%
Epoch 87: loss 0.0078119, train_acc 87.75%, test_acc 70.02%
Epoch 88: loss 0.0074744, train_acc 88.30%, test_acc 69.69%
Epoch 89: loss 0.0073400, train_acc 88.62%, test_acc 69.67%
Epoch 90: loss 0.0071990, train_acc 89.15%, test_acc 69.57%
Epoch 91: loss 0.0068319, train_acc 89.60%, test_acc 70.03%
Epoch 92: loss 0.0067547, train_acc 89.64%, test_acc 69.78%
Epoch 93: loss 0.0065675, train_acc 90.24%, test_acc 69.74%
Epoch 94: loss 0.0064245, train_acc 90.54%, test_acc 69.72%
Epoch 95: loss 0.0062541, train_acc 90.99%, test_acc 70.07%
Epoch 96: loss 0.0060604, train_acc 91.13%, test_acc 69.48%
Epoch 97: loss 0.0059673, train_acc 91.20%, test_acc 69.48%
Epoch 98: loss 0.0058232, train_acc 91.84%, test_acc 69.63%
Epoch 99: loss 0.0056591, train_acc 92.02%, test_acc 69.72%
Epoch 100: loss 0.0055259, train_acc 91.92%, test_acc 69.38%
