=> Using a preset learning rate schedule:
{0: 0.1, 80: 0.010000000000000002, 120: 0.001}
 *** Used device: cuda
Downloading https://www.cs.toronto.edu/~kriz/cifar-100-python.tar.gz to ./cifar100/cifar-100-python.tar.gz
Extracting ./cifar100/cifar-100-python.tar.gz to ./cifar100
Files already downloaded and verified
 *** Mask calcualted (keeping 10.0% weights)
Epoch 0: loss 0.0656769, train_acc 8.19%, test_acc 7.71%
Epoch 1: loss 0.0569020, train_acc 18.71%, test_acc 19.11%
Epoch 2: loss 0.0492266, train_acc 25.60%, test_acc 26.12%
Epoch 3: loss 0.0437336, train_acc 30.52%, test_acc 29.59%
Epoch 4: loss 0.0399712, train_acc 34.56%, test_acc 33.63%
Epoch 5: loss 0.0373477, train_acc 33.12%, test_acc 32.14%
Epoch 6: loss 0.0355995, train_acc 40.65%, test_acc 38.83%
Epoch 7: loss 0.0340599, train_acc 41.17%, test_acc 40.29%
Epoch 8: loss 0.0330475, train_acc 43.98%, test_acc 41.57%
Epoch 9: loss 0.0319572, train_acc 45.79%, test_acc 43.42%
Epoch 10: loss 0.0312407, train_acc 45.98%, test_acc 43.79%
Epoch 11: loss 0.0305811, train_acc 44.58%, test_acc 42.74%
Epoch 12: loss 0.0300339, train_acc 48.16%, test_acc 44.78%
Epoch 13: loss 0.0295499, train_acc 46.62%, test_acc 43.19%
Epoch 14: loss 0.0291317, train_acc 49.45%, test_acc 46.32%
Epoch 15: loss 0.0288065, train_acc 49.94%, test_acc 46.21%
Epoch 16: loss 0.0283688, train_acc 51.17%, test_acc 48.39%
Epoch 17: loss 0.0280755, train_acc 49.91%, test_acc 46.60%
Epoch 18: loss 0.0277334, train_acc 49.60%, test_acc 46.20%
Epoch 19: loss 0.0276329, train_acc 52.84%, test_acc 49.48%
Epoch 20: loss 0.0273758, train_acc 53.21%, test_acc 49.49%
Epoch 21: loss 0.0270349, train_acc 49.65%, test_acc 45.30%
Epoch 22: loss 0.0268538, train_acc 48.42%, test_acc 44.21%
Epoch 23: loss 0.0267970, train_acc 53.37%, test_acc 50.00%
Epoch 24: loss 0.0266715, train_acc 54.04%, test_acc 49.76%
Epoch 25: loss 0.0263963, train_acc 54.11%, test_acc 49.89%
Epoch 26: loss 0.0262278, train_acc 48.69%, test_acc 45.25%
Epoch 27: loss 0.0261005, train_acc 51.74%, test_acc 48.13%
Epoch 28: loss 0.0260817, train_acc 53.44%, test_acc 48.50%
Epoch 29: loss 0.0259650, train_acc 49.93%, test_acc 46.58%
Epoch 30: loss 0.0258960, train_acc 52.98%, test_acc 49.26%
Epoch 31: loss 0.0257577, train_acc 55.47%, test_acc 50.87%
Epoch 32: loss 0.0256494, train_acc 54.07%, test_acc 50.05%
Epoch 33: loss 0.0254321, train_acc 52.13%, test_acc 48.08%
Epoch 34: loss 0.0254568, train_acc 49.56%, test_acc 45.03%
Epoch 35: loss 0.0253402, train_acc 55.51%, test_acc 49.96%
Epoch 36: loss 0.0252030, train_acc 53.83%, test_acc 48.14%
Epoch 37: loss 0.0251334, train_acc 53.13%, test_acc 49.83%
Epoch 38: loss 0.0250396, train_acc 53.95%, test_acc 48.93%
Epoch 39: loss 0.0249854, train_acc 55.07%, test_acc 49.33%
Epoch 40: loss 0.0249379, train_acc 52.09%, test_acc 48.23%
Epoch 41: loss 0.0248680, train_acc 54.38%, test_acc 49.40%
Epoch 42: loss 0.0247481, train_acc 54.75%, test_acc 49.78%
Epoch 43: loss 0.0248180, train_acc 53.97%, test_acc 49.37%
Epoch 44: loss 0.0246849, train_acc 57.79%, test_acc 52.52%
Epoch 45: loss 0.0246869, train_acc 50.05%, test_acc 46.80%
Epoch 46: loss 0.0243872, train_acc 56.09%, test_acc 51.41%
Epoch 47: loss 0.0244643, train_acc 54.43%, test_acc 49.53%
Epoch 48: loss 0.0244319, train_acc 50.35%, test_acc 45.19%
Epoch 49: loss 0.0244185, train_acc 53.67%, test_acc 48.98%
Epoch 50: loss 0.0242525, train_acc 55.98%, test_acc 50.95%
Epoch 51: loss 0.0241225, train_acc 53.79%, test_acc 48.98%
Epoch 52: loss 0.0240307, train_acc 54.95%, test_acc 50.35%
Epoch 53: loss 0.0241554, train_acc 55.50%, test_acc 49.64%
Epoch 54: loss 0.0241409, train_acc 54.23%, test_acc 49.29%
Epoch 55: loss 0.0239634, train_acc 57.40%, test_acc 51.38%
Epoch 56: loss 0.0239734, train_acc 54.46%, test_acc 49.34%
Epoch 57: loss 0.0239178, train_acc 54.75%, test_acc 49.51%
Epoch 58: loss 0.0239003, train_acc 54.13%, test_acc 49.00%
Epoch 59: loss 0.0239521, train_acc 55.81%, test_acc 50.72%
Epoch 60: loss 0.0239079, train_acc 58.76%, test_acc 53.64%
Epoch 61: loss 0.0237107, train_acc 50.82%, test_acc 46.35%
Epoch 62: loss 0.0237953, train_acc 55.58%, test_acc 50.48%
Epoch 63: loss 0.0236932, train_acc 58.34%, test_acc 52.77%
Epoch 64: loss 0.0236066, train_acc 57.09%, test_acc 50.94%
Epoch 65: loss 0.0236610, train_acc 54.27%, test_acc 50.36%
Epoch 66: loss 0.0236916, train_acc 55.69%, test_acc 51.00%
Epoch 67: loss 0.0234946, train_acc 51.86%, test_acc 47.54%
Epoch 68: loss 0.0235773, train_acc 55.48%, test_acc 50.43%
Epoch 69: loss 0.0235691, train_acc 55.97%, test_acc 50.43%
Epoch 70: loss 0.0235343, train_acc 56.69%, test_acc 51.82%
Epoch 71: loss 0.0235297, train_acc 54.07%, test_acc 49.20%
Epoch 72: loss 0.0233804, train_acc 55.97%, test_acc 50.48%
Epoch 73: loss 0.0235013, train_acc 55.91%, test_acc 51.17%
Epoch 74: loss 0.0233734, train_acc 56.18%, test_acc 51.56%
Epoch 75: loss 0.0233939, train_acc 54.42%, test_acc 49.71%
Epoch 76: loss 0.0232965, train_acc 56.26%, test_acc 50.44%
Epoch 77: loss 0.0233670, train_acc 57.42%, test_acc 51.40%
Epoch 78: loss 0.0233632, train_acc 57.02%, test_acc 51.64%
Epoch 79: loss 0.0232519, train_acc 55.29%, test_acc 49.82%
Epoch 80: loss 0.0182766, train_acc 69.78%, test_acc 61.75%
Epoch 81: loss 0.0168850, train_acc 70.92%, test_acc 62.27%
Epoch 82: loss 0.0163684, train_acc 71.47%, test_acc 62.42%
Epoch 83: loss 0.0159943, train_acc 71.90%, test_acc 62.21%
Epoch 84: loss 0.0158147, train_acc 71.95%, test_acc 62.19%
Epoch 85: loss 0.0154953, train_acc 72.27%, test_acc 62.89%
Epoch 86: loss 0.0153656, train_acc 72.66%, test_acc 62.68%
Epoch 87: loss 0.0152725, train_acc 73.09%, test_acc 62.46%
Epoch 88: loss 0.0150107, train_acc 73.36%, test_acc 62.58%
Epoch 89: loss 0.0148818, train_acc 73.13%, test_acc 62.48%
Epoch 90: loss 0.0148572, train_acc 73.74%, test_acc 62.50%
Epoch 91: loss 0.0147147, train_acc 73.49%, test_acc 62.46%
Epoch 92: loss 0.0146375, train_acc 73.55%, test_acc 62.17%
Epoch 93: loss 0.0144654, train_acc 73.88%, test_acc 62.65%
Epoch 94: loss 0.0143998, train_acc 74.48%, test_acc 62.90%
Epoch 95: loss 0.0143019, train_acc 74.96%, test_acc 62.79%
Epoch 96: loss 0.0142381, train_acc 74.84%, test_acc 62.98%
Epoch 97: loss 0.0141108, train_acc 74.59%, test_acc 62.44%
Epoch 98: loss 0.0141002, train_acc 74.93%, test_acc 62.62%
Epoch 99: loss 0.0140807, train_acc 74.97%, test_acc 62.88%
Epoch 100: loss 0.0139029, train_acc 75.25%, test_acc 62.12%
